42866630,"00080008","BQC","FIRMWARE","FATAL","2015-08-03 22:53:08.835015",1559623,"MIR-00000-33FF1-8192","R06-M1-N15-J27","00E5867YL1AK209811F",65,"","END_JOB,COMPUTE_IN_ERROR,FREE_COMPUTE_BLOCK","DevBus Machine Check : DB_INTERRUPT_STATE error status:  [SW_SWITCH] Request switch error;","F","84832341                        ","mira"
42908107,"0008001F","BQC","FIRMWARE","FATAL","2015-08-05 05:02:04.241005","","MIR-08000-7BBF1-12288","R2E-M0-N09-J14","00E5867YL1AK20970FA",0,"","END_JOB,COMPUTE_IN_ERROR,FREE_COMPUTE_BLOCK","Unrecoverable Machine Check.","F","940028652                       ","mira"
42908117,"00090216","BQC","CTRLNET","FATAL","2015-08-05 05:02:37.094147","","MIR-08000-7BBF1-12288","R2E-M0-N09-J14","00E5867YL1AK20970FA","","","COMPUTE_IN_ERROR,END_JOB,FREE_COMPUTE_BLOCK","Link failure detected between nodes connected via copper and optical links.  Neighbor location=R26-M0-N13-J14","F","940028652                       ","mira"
42908118,"00090216","BQC","CTRLNET","FATAL","2015-08-05 05:02:37.410841","","MIR-08000-7BBF1-12288","R26-M0-N13-J14","00E5864YL1EB228320E","","","COMPUTE_IN_ERROR,END_JOB,FREE_COMPUTE_BLOCK","Link failure detected between nodes connected via copper and optical links.  Neighbor location=R2E-M0-N09-J14","F","940028652                       ","mira"
42917526,"00070219","Cable","BAREMETAL","FATAL","2015-08-05 22:23:08.000000",1562974,"MIR-08400-3B731-512","R24-M0-N10","00E5792YL10G208801A","","","","Cable from R24-M0-N10-T08 to R26-M0-N10-T10 on NodeBoard R24-M0-N10 contains bad wires. Cable is bad with 5 broken wires (0x080080000C20).","F","218593471                       ","mira"
42917536,"00070219","Cable","BAREMETAL","FATAL","2015-08-05 22:23:43.000000","","DefaultControlEventListener","R2E-M0-N10","00E5792YL10G211500F","","","","Cable from R2E-M0-N10-T04 to R26-M0-N10-T06 on NodeBoard R2E-M0-N10 contains bad wires. Cable is bad with 5 broken wires (0x000000F04000).","F","0                               ","mira"
42917646,"00070219","Cable","BAREMETAL","FATAL","2015-08-05 22:34:07.000000","","DefaultControlEventListener","R2E-M0-N10","00E5792YL10G211500F","","","","Cable from R2E-M0-N10-T04 to R26-M0-N10-T06 on NodeBoard R2E-M0-N10 contains bad wires. Cable is bad with 4 broken wires (0x000000704000).","F","0                               ","mira"
42948333,"00040106","BQC","MC","FATAL","2015-08-06 19:44:07.945594",1564249,"MIR-04000-77FF1-0020-12288","R1C-M0-N02-J06","74Y9653YL1CK13421F5","","","COMPUTE_IN_ERROR,END_JOB,FREE_COMPUTE_BLOCK","CFAM Machine Check. Message= Core7 failed (ECC or parity error, processor error), DrillDown=CFAM_Status=0xd0000000, MachineCheck [Core 7 Chiplet chkstp reg=0x8200000000000000: , Summary bit for xfir_lt, Chkstp from FIR2 [Core 7 PCB FIR2=0x0000000022020000, MCSR2 reports error, TLB parity error, A MCHK occurred when MCHK ints were not enabled]], RecovErr!","F","738766082                       ","mira"
43060110,"00090210","BQL","CTRLNET","FATAL","2015-08-10 01:34:12.433916","","MIR-04000-7BFF1-32768","R16-M0-N05-U01","00E5792YL10K2110002","","","BQL_SPARE","A link chip did not bit align along the receiver C port:  Expected: 0xffffff0000000000 Actual: 0xffffdf0000000000. The control system will attempt to replace the failing lane(s) with spare(s).","F","688563390                       ","mira"
43134771,"00010010","Software_Error","CNK","FATAL","2015-08-13 01:17:52.278471",1587554,"MIR-04000-77FF1-0020-12288","R1A-M1-N14-J16","00E5867YL1DK212215B",23,"","END_JOB,COMPUTE_IN_ERROR,FREE_COMPUTE_BLOCK","CNK detected a NULL IPI target function pointer. Sent from processor id 0 to processor id 23","F","235871003                       ","mira"
43161752,"00080014","BQC","FIRMWARE","FATAL","2015-08-14 20:54:02.663265",1615269,"MIR-00000-73FF1-16384","R03-M0-N02-J11","00E5870YL1AK21000B4",65,"","END_JOB,FREE_COMPUTE_BLOCK","RAS Storm Error: Firmware has detected a significant burst of similar RAS events and has compressed them.  There were 100 similar events detected for message code 00080037.","F","956855586                       ","mira"
43161815,"00090216","BQC","CTRLNET","FATAL","2015-08-14 20:54:10.896052",1615269,"MIR-00000-73FF1-16384","R03-M0-N02-J11","00E5870YL1AK21000B4","","","COMPUTE_IN_ERROR,END_JOB,FREE_COMPUTE_BLOCK","Link failure detected between nodes connected via copper and optical links.  Neighbor location=R0B-M0-N06-J11","F","956855586                       ","mira"
43161816,"00090216","BQC","CTRLNET","FATAL","2015-08-14 20:54:11.133973",1615269,"MIR-00000-73FF1-16384","R0B-M0-N06-J11","74Y9656YL1CK1338091","","","COMPUTE_IN_ERROR,END_JOB,FREE_COMPUTE_BLOCK","Link failure detected between nodes connected via copper and optical links.  Neighbor location=R03-M0-N02-J11","F","956855586                       ","mira"
43161830,"00080014","BQC","FIRMWARE","FATAL","2015-08-14 20:54:43.887655",1615269,"MIR-00000-73FF1-16384","R0B-M0-N06-J11","74Y9656YL1CK1338091",65,"","END_JOB,FREE_COMPUTE_BLOCK","RAS Storm Error: Firmware has detected a significant burst of similar RAS events and has compressed them.  There were 100 similar events detected for message code 00080038.","F","956855586                       ","mira"
43244185,"00080019","Message_Unit","FIRMWARE","FATAL","2015-08-16 13:06:14.012902",1640793,"MIR-00000-73BF1-12288","R07-M0-N11-J00","00E5867YL1EK2105058",65,"","END_JOB,COMPUTE_IN_ERROR,FREE_COMPUTE_BLOCK","ND Fatal Error: ND_500_FATAL_ERR2 : (rcp_t4_parity_err) Reception FIFO t4 clk_500 parity error. (rcp_t6_parity_err) Reception FIFO t6 clk_500 parity error. (rcp_t8_parity_err) Reception FIFO t8 clk_500 parity error. ND_500_FATAL_ERR3 : (rcp_t6_overflow) Reception FIFO t6 overflow.","F","672002184                       ","mira"
